ID,Text,Label
295,"oh god kulot, mukhang aeta si ate HAHAHAHA",1
296,"Ang saya ng tugtog, napapa-indak ako.",0
297,Nag-reply na ba ang client tungkol sa quotation?,0
298,"Ang haba ng pila, ang daming tao naghihintay.",0
299,Pasimuno talaga tong nognog na to sapakin kita eh,1
300,"""panget mo naman , dami mong tagyawat"" ikaw nga walang tagyawat pero panget parin.",1
301,Ang saya naman niyan! Sounds like a great time.,0
302,panget daw sa babae ang nagmumura ulol eh ikaw panget na nga nagmumura pa pakyuðŸ˜‚,1
303,TANG INA MO MAITIM NA POKPOK NA DINO USER KO GAGO,1
304,Humanda ka sa akin tanginamong unggoy ka bading negro unggoy squatter ugali squatter pwet mo lasinggero nigger drug pusher squammy bading.,1
305,sapakin nalang kaya kita â€” Sapakin ko yung libag mo. Negro.,1
306,Pakyu mukha kang tubol,1
307,KALA MO MAGANDA TANGINA AMPANGET MO GAGO! PAKYU KPOKPOK FANS.,1
308,YALL CATHOLICS BETTER SHUT UR DAMN MOUTHS TALK ABT HYPOCRITES AT THEIR FINEST WALA AKONG PAKE MGA KAHOY LANG NAMAN YANG SINASAMBA NYO,1
309,"Same thoughts, sizt. Magkapareho tayo ng ideas.",0
310,Mahal kita kaht dka ganon kaganda. #GasgasNaYanBro pakyu mga lalaki mhilig sa mganda. Mga ulol!! ðŸ˜ðŸ˜ðŸ˜ ./.,1
311,"Ang linaw ng tubig sa ilog, nakakatuwang tingnan.",0
312,"Ang ganda ng porma mo, ang lakas ng dating!",0
313,tumawa pa ang mukhang negra! dahil nalaglag ako sa hagdan! sarap mo ring sabunutan e!,1
314,tangina mo cheater na nga manipulative sad boy lakas ng apog magdrama e ikaw nga â€˜tong may kasalanan in the first place may ubo ba utak mo bwiset na to tanga tanga parang hindi nag grade 2 sana mapipi bayag mo,1
315,PUTANGINA MONG NEGRO KA PURO KA YAKAP TAPOS PANALO KA? GAGO KAYA KA MAITIM. LUTO! ULUL GAGO TANGINA MO ðŸ‡µðŸ‡­ðŸ‡µðŸ‡­ðŸ‡µðŸ‡­ðŸ‡µðŸ‡­ðŸ‡µðŸ‡­ðŸ‡µðŸ‡­ðŸ‡µðŸ‡­ðŸ‡µðŸ‡­ @FloydMayweather,1
316,"Hindi ko expected ito, pero ang ganda talaga!",0
317,tangina mong babae ka sad girl bwiset kala ko ba mag sama sila tas wala kang pake eh bat nag sasanaol kapa dyan kawawa pangit mo kasi tangina mo sama pa ng ugali ano ba yan lahat nalang ata masama sayo panget che,1
318,nognog naman kase talaga yun eh kadiri baho baho pa nun hays,1
319,Mukhang tite ng Aeta kamo HAHAHAHAHHA,1
320,"Ang ganda ng bulaklak na 'yan, ano ang pangalan?",0
321,May bago ka bang hobby nitong nakaraang buwan?,0
322,Hindi ko maintindihan kung bakit ganoon.,0
323,Putcha! Hello.. ang panget mong babae.. gandang ganda ka sa sarili mo na nyan?dahil naiyot ka nya..ulol! Gurang ka hayup ka..,1
324,"Uy, long time no update from you, kamusta na?",0
325,Kinakausap mo ng maayos tatalikuran ka. Parang tanga si ate. Flat naman!,1
326,Puro suso pangit naman hahaha ang lande pa nyan,1
327,Panget mo ampota haha tangina mo ikaris bobo. Lalo ka na sprite tanginang yan super bobo gamings pangit ng power mo ulol HAHAHAHA,1
328,natatawa talaga ko sayo ang bobo mo. pinagpipilitan mo yang pics na yan. sinu ba yan? bwahahaha isa lang alam ko pagtumabi ka kay Tita Wella magmumuka mang badjao na nanghihingi ng limos sa jeep. ahhahaa,1
329,"Talo na naman ako sa round na 'to, grabe talaga.",0
330,kadiri un mars. Tumatambay sa ilong yung bumbay scent. Elk :& yes ang arte ko lang hahaha.,1
331,"Enjoy your day ahead, make the most of it.",0
332,"AMPANGET MO! , ANG TABA MO! , BOBO KA!",1
333,Hindi naman mukhang Aeta. Mas mukha pa siyang African..Nope. Mas maitim pa sa dalawa!,1
334,HALOS MAPAOS AKO KAKATILI TAPOS LUTO YUNG LABAN? PATAYIN LAHAT NG NEGRO.,1
335,Yang kabobohan mo wala lugar yan. Kung ako sayo mag dota ka nalang. Ayy teka di din pwede dota sa bobo. Matulog ka nalang. Di ka pa tubuan ng tigyawat.,1
336,"Copy that, thanks for the heads up sa schedule.",0
337,nakakatangina talaga ng mga dating daan. bobo muka kayong mga manang sobrang banal banalan kala mo kung sino putangina nyo,1
338,Eto pang mga putang inang to mga feeling famewhore talaga kala mo ang gaganda talaga samantalang alagang camera lang naman mga gago panget,1
339,spoiled brat tong PIPI na si Abby! Nakakaleche! sarap tadyakan. lols,1
340,awts! Kadiri mare kababae mong tao! Amoy arabo! LOL! Hahahaha,1
341,"Akala mo ba, nanalo kami sa game kagabi, ang saya!",0
342,"pakyu, mukha kang etits.",1
343,gagoooooo ulol pakyu bwiset kayong mga manyak na lalaki mag laho na kayo sa mundo ang papanget ninyo! Amoy anghitðŸ–•ðŸ¼ðŸ–•ðŸ¼ðŸ–•ðŸ¼ðŸ–•ðŸ¼ðŸ–•ðŸ¼ðŸ–•ðŸ¼ðŸ–•ðŸ¼ðŸ–•ðŸ¼ðŸ–•ðŸ¼,1
344,Ulol. Gurang? Hahahahaha. Muka ka ng uugod ugod. Mag anak ka na para malaman mong di ka baog. Baog. Hahahaha,1
345,"Good job sa project, ang neat ng pagkakagawa.",0
346,"Ganito ang pakiramdam ko ngayon, medyo pagod.",0
347,"Alam mo, muntik na akong madapa kanina sa hagdan.",0
348,shout out sayo kuyang nambastos sa akin kaninaðŸ˜mamatay kana tanga kapag ako napuno sayo uuwi kang lumpo sa inyoðŸ˜Š,1
349,"Solid plan, tara na't simulan na natin 'yan!",0
350,"Kadura-dura yung kabobohan at kapangitan ng mukha mo gorilla sa daanan. WALA KANG IKINAGWAPO PUTANGINA MO AT KAHIT NA ANONG GAWIN MO PANGIT KA PA RIN. SO WALA KANG MAID AT WALA KANG YAYA AT WALANG BAGONG CHEF. SO MAG-MAID, MAGYAYA OR MAGCOOK KA MAG-ISA MO. I'LL TEACH BOBO KA.",1
351,tangIna faggot kang anak ng pating kang abnoy ka na pisteng ulol ah fucking bitch giatay kang burikat ka na mukang ebak na puno ng kinginamong hayop ka ampanget ng nanay mo ampanget ng tatay mo syempre dika exempted panget ka din tangina mo,1
352,ULOL BINAY INGGIT KA LANG KASI NOGNOG KA TAS MAPUTI SI POE,1
353,"Sending virtual hugs your way, keep fighting!",0
354,SARAP SAKSAKIN SA MATA NUNG MGA BULAG,1
355,Sarap kaibigan ng mga bingi. Pwede ko sila kanchawan at pagsigawsigawan HAHAHHAAH,1
356,"Proud of you, bes! Ang dami mo nang na-achieve.",0
357,kingina sis lumpo ka? pahirap ka lang sa buhay ng jowa mo ðŸ™„ðŸ™„,1
358,Ngayon ko lang napanood yung commercial ni binay. Nognog amputa. Hahahahahahahahahaha.,1
359,Lmfao tabang kupal lumpo nakawheelchair,1
360,"Nakakatuwa 'yung mga kwento mo sa akin, nakakaaliw.",0
361,"Nami-miss na kita, kelan kaya tayo magkikita ulit?",0
362,panay paglamon panong hindi tataba tanga,1
363,pansin nyo ba napakabobo ng mga INC? kakaurat kumausap tangina,1
364,"Pag Indian na maitim humahawak sa food, kadiri . Pero pag Japonesa na maputi, okay lang",1
365,"Paki-check 'tong file, pakisabi kung may mali.",0
366,"TAPOS TANGINA KANG MONGOLOID PILOT KA, GAANO PA KABAGAL ANG PAGCHI-CHECK MO NG BOX NG reCAPTCHA KUNG HINDI NAMAN AKO PUPUNTA SA PASIG, MALABON AND MANDALUYONG BRANCHES? HINDI RIN AKO MAGTATRABAHO SA AIRPORT MO OR SA RESTAURANT MO PUTANGINA MO MONGOLOID PILOT. I'LL TEACH TANGINA.",1
367,Kadiri talaga mga indiano amoy pati pagkain kadiri,1
368,"Ang sabi ko PUTANGINA KANG SIRAULONG MONGOLOID PILOT KA DYAN SA AIRPORT AND MONGOLOID NEIGHBOR HERE IN PASAY CITY NA SPECIAL CHILD PARROT BEE PUTANGINA MO, HINDI AKO SI GRAZILDA DAHIL WALA AKONG KAPATID NA SIRAULONG BABAE AT WALA KANG KARAPATAN PARA PARUSAHAN AKO PUTANGINA MO!!!!",1
369,Sarap mo talaga suntukin inayupak ka!!!!pati pag tulog ng lunch babawalan mo kami..kung sa pinas ka lang lumpo kana!!my araw ka din!!!!!,1
370,"Ang bilis mo mag-react sa game, nakakabilib!",0
371,"Ang galing mo kumanta, wow! San ka nag-aral?",0
372,mga bakla dami nyo namang sinasabe tangina laging may words of wisdom ampota aga aga leche hahahahaha teh you just literally posted a thirst trap and now you want us to believe in ourselves GURL MY EATING DISORDER WANTS TO TALKK,1
373,tang ena kadiri mga Bicolano mukhang Pwet,1
374,Ang dami kong nakitang ibon sa puno.,0
375,"Ang payapa ng lugar na 'to, nakakarelax ang ambiance.",0
376,tangina mong nognog ka mamatay ka leche ka napakasinungaling mong gago ka,1
377,"Ako lang ba naiirita dito sa ""CEO"" kuno na to? Na araw araw maglive sa tiktok puro sold out ðŸ’€ Andami namang pinoy na nagpapauto na puputi ka daw agad, mga tanga amputa.",1
378,Have a great trip! Stay safe on your travels.,0
379,Maligayang bati sa iyo sa iyong espesyal na araw.,0
380,"Ang dami mong energy, saan galing 'yan, share!",0
381,"Nakakagutom ang amoy ng niluluto mo, ano 'yan?",0
382,all priests are fucking predators tangina nyong mga puta kayo fucking die in hell,1
383,"Sige, sunduin na lang kita mamaya sa office.",0
384,Nakakatawa talaga 'yung napanood nating pelikula kagabi.,0
385,"Hindi naman mukang Aeta 'yan eh, mas mukang taong grasa sa Edsa.",1
386,"Update mo ako, please, sa progress ng work mo.",0
387,matangkad lang naman â€˜yon at malaki ang katawan. pangit naman at bobo rin. bagay naman siguro sila. mga bobo,1
388,Mukhang masaya ang pagtitipon nila sa kabilang table.,0
389,"Tanginang mga against yan sa lgbt+ community, HAHAHAHAHHAHA mukhang mga libag. Gago.",1
390,"baba ko un o titi mo?' so jan mona inaamin na ikaw talaga yung nakakatusok ang baba? HAHAHAHAHAHAHA tangina bakla, palagas kana ng palagas. Pati sarili mo pinapahamak mo, baklang matanda na panget HAHAHAHAHAHAHAHA",1
391,Pwede mag-share ng thoughts ko about this topic?,0
392,"Mayroon kaming bagong katrabaho ngayon, mabait siya.",0
393,"Ang sarap sapakin nung lalakeng pasahero kanina sa jeep na naninigarilyo kahit na may nakalagay na ""no smoking/bawal manigarilyo."" maaan, dalawa pa yun at nasa harap mo pa. Hindi ka naman bulag nakashades ka lang. Hindi mo kinacool yon. Sana wag magbulag-bulagan at tanga. Sana.",1
394,"Ang ganda ng kanta sa radyo, paborito ko 'yan.",0
395,â€œgago ang taba moâ€ â€œtabi nga laking harangâ€ â€œlaki moâ€ â€œflat nung sumakay kaâ€,1
396,Ang presko ng hangin pagkatapos ng malakas na ulan.,0
397,TANGINA TALAGA NG MGA BABAENG STREAMERS ANLALAKAS MAGSTREAM PURO BOBO NAMAN. KAYA LANG MARAMING NANONOOD SAINYO KSI PURO LABAS SUSO KAYO,1
398,"On the way na ako, traffic lang talaga ngayon.",0
399,"Uy, kamusta day mo? Any exciting plans later?",0
400,ANG SARAP DURAAN NG MUKHA MONG HALIMAW KA MUKHANG ASO NA NATUTULOG SA PRINCIPAL'S OFFICE KAPAG WALA YUNG PRINCIPAL,1
401,"Sure, no problem with that, I can definitely help.",0
402,Blessed ka lang! Keep spreading positive vibes always.,0
403,"Maganda ang simula ng iyong araw, positivity lang.",0
404,PUTANGINA NIYO GAGO SCAM KAYO MGA DEPPUNGGOL WALANG KWENTANG PIECE OF SHIT AMPAPANGET NAMAN NG MGA LALAKI NIYONG CONTESTANT TAS NANANALO ULOL PAKYU MGA YAWA,1
405,bat ganun yung mga intsik uso maligo uy pati mga bumbai ang babantot amputa,1
406,"Ang init ng panahon, tagaktak na ang pawis ko.",0
407,Sana magkita tayo uli sa susunod na Linggo.,0
408,Ano ba kasing pinaglalaban ng mga Iglesia sa EDSA? Ang gulo na nga dun dinagdagan pa. Parang mga ulol lang.,1
409,Dios mio etong peklat na to khit saan c alden dun din cya. Pareho cla ni atay na prang mga asong ulol buntot ng buntot. Gurang kna ang lantod mo pa hilig magdikit dede nito. Mabait lng c alden d marunong mag pahiya sa kapwa,1
410,Ikaw bobo ang taba taba mo panget na bobo pa amf,1
411,"Maging positibo ka lang sa buhay, cheer up!",0
412,"Ang ganda ng araw na ito, salamat sa Diyos.",0
413,puta napaka pangit mo lang,1
414,LIIT NG TITI MO MARKO AND SHODAI KINGINAMO,1
415,Kala mo naman maganda boses mo ulol!! Para kang Bisayang badjao na di sanay mag Tagalog!!ðŸ˜‚,1
416,ang bobo mo antanga mo bulag ka na nga bingi ka pa tsk,1
417,"di kana nga maganda, wala ka pang utak",1
418,pakyu mukha kang gremlins gago,1
419,Pwede magtanong about dito? May question lang ako.,0
420,"May plano ka ba mamayang gabi, tara?",0
421,hahhahaha mga putanginang bobong bulag n mga suporter to! gutom n sinasampal n ng ktutuhanan mga incompetent bnoto nila tanga tangahan parin!,1
422,"Tangina talaga ng mga lalaki, may mga gf na dm pa ng dm sa ig pota mga manloloko talaga e. Gawin niyo pa ko kabet papanget niyo",1
423,"Walang anuman, masaya akong nakatulong sa 'yo.",0
424,"Ang galing ng team natin magtrabaho, amazing output.",0
425,"Walang traffic kanina, nakakapagtaka talaga sa EDSA.",0
426,bat karamihan sa mga babae naiinlove sa mukhang hito na mukhang aeta? HAHAHAHAHAHAH SORRY MY BAD,1
427,pangit ka na nga pangit pa taste mo sa lalaki ulol gaga,1
428,HOY IKAW! TIKAS NMAN NG FEZ MO..EH KAW MUKHA KANG MABAHO! MAS MUKHA KANG TRANNY NA NILASPAG NG 10 ARABO..NAKAKAHIYA KA!,1
429,Grabe ka sa yuck nikki e sa ating apat ikaw mas mukhang badjao Dinamay pa ako eh,1
430,Kala mo kung sino ka! tangina mo! ang itim mo gago! pero mas maitim pa rin ang singit mo!,1
431,"Ang gaan ng katawan ko ngayon, parang lumulutang.",0
432,"Ang bilis ng panahon, parang kahapon lang, ano?",0
433,Ang sarap ng feeling na nakapag-relax.,0
434,"Uy, tulungan mo ako dito, kailangan ko ng back-up!",0
435,"Ang tahimik ng gabi, perpekto sa pagbabasa.",0
436,"tong negra nato nakakaputangina e magsalita ka lang kapag tinatanong ano? tangina neto nakikisali, pang magaganda lang tong away nato. para sa mga naliligo lang, pakatas ka muna ng libag mo tangina mo",1
437,Sana all happy! Spread good vibes everywhere.,0
438,"Pa-comment naman sa post ko, gusto ko insights niyo.",0
439,"Kita-kits sa event later, excited na ako makita ka.",0
440,"Text kita later pag free na ako, okay?",0
441,"Super appreciate that, malaking tulong sa akin.",0
442,"Ang init ng panahon ngayon, nakaka-drain ng energy.",0
443,May dala ka bang snacks para sa byahe natin?,0
444,"di ka lang pala tanga, bingi pa... nagbibigay ng last minute instructions yun pakinggan mo maige... bakit sa rally nyo ba pagkatapos patayin na agad ang sound system? b0b0..",1
445,"Malapit na, konting tiis lang, makakarating din tayo.",0
446,"maganda lang katawan mo beh, pero pangit mukha mo",1
447,"Girl, shut your stinky pussy nasty goofy old bitch. Find a job so you can afford hygine stuff, baho amputa",1
448,Na kita ko lng... Kpal ng muks ni ate ohhh magnda daw sya!!! Oo nga magnda kang ihampas at ilampaso... Pweeeeeee... Mga bicolana/bicolano talaga...,1
449,ang attitude ng mga koreano sa totoo lng yung sobrang cold yung tingin tas ang baba pa ng tingin sa mga pinoy puta kayo puro retokada naman,1
450,Tangina mo benta mo pa ang pilipinas sa mga kupal na yan! Sino ka ba sa palagay mo? Kutong lupa ka ang panget mo.,1
451,"Tanginang #binay to. Ang itim na nga, pinaitim pa lalo sa comercial. Paawa amputa. ""Sino ba si nognog"" HAHAHAHAHAHAHAHAHA",1
452,"Buraot, tamad, abusado, baboy, maasim, manggagamit, pabigat sa magulang (at sa jowa), masamang impluwensya, mabantot, bastos... Di na ako nagulat na BBM supporter pa. Kadiri ka. Sa panahon ng kaalaman, nagpaka bobo ka. Toni G mo mukha mo.",1
453,Mas dugyot po mukha at utak mo. Kadiri. Utak talangka and self proclaimed wRitEr pero simple subject verb agreement bobo naman.,1
454,naiinis ako pre wtf ðŸ˜­ nandidiri talaga ako ang kapal ng mukha dapat sa mga lalaki tinutulian every month para madala,1
455,eh kadiri don eh. :( nognog pa huhu African bro!,1
456,Sapakin ko tong negro na to e. Pagkatapos mag pagupit ikakalat yung buhok.,1
457,partida bobo daw 90 ave di pa nagawa module ngek kadiri talitalinuhan ambahi naman ng mukha parang baboy literal legit talaga alam mo yung nag lalakad na baboy yung nag katawan tao ganon pero feeling mayaman pero walang laman bulsa engk,1
458,Papakamatay na lang ako kesa maging mentally retarded araw araw tulad mo,1
459,Panget mo amputa mukha ka sigurong gasul tangina ka,1
460,ulol mukha nga kayong badjao ng bebe mo,1
461,Gago kang negro ka putang shet ng ina mo fuck you btch mother fucker,1
462,"Ang tahimik ng gabi, perpekto para magbasa ng libro.",0
463,"Required ba talagang kapag apologist, bobo na, panget pa?",1
464,"Ang ganda ng pananaw niya sa buhay, positibo.",0
465,TANGINA MO KATE MATUTO KA NAMAN RUMESPETONG GAGO KA. AKALA MO ANG GANDA-GANDA MO? LOL BULAG NA PURO DEDE LANG NAMAN ALAM MO.,1
466,"Buti nakita kita ngayon, ang tagal nating 'di nagkita.",0
467,Inggit ka lang Ang laki kasi ng mukha mo tapos puro tigyawat pa kaya konti nagfofollow sa iyo !! Yuck kadiri kang Malandi ka !! BOBO !,1
468,TANGINA NUNG MGA INTSIK NA MAINLANDER DITO SA CONDO NAMIN ANG BABAHO AMOY ANGHIT NA MAY HALONG YOSI,1
469,"humawak ka pa talaga sa BILAT mo hayop ka GAGO, INUTIL, TARANTADO, GAGA, POKPOK, MAKATI ANG BILAT, BASTOS, BALAHURA, WALANG DIGNIDAD, MAUPUAN MO SANA ANG BALLPEN HAYOP KA TAPOS BUMAON SA BILAT MO, GAGO. BABARILIN KITA SINASABI KO SAYO",1
470,"Uy, ang cute naman ng bagong outfit mo!",0
471,"Uy, kumusta na po ang bagong school year?",0
472,Ang lakas mo sa pagharap sa bawat pagsubok.,0
473,Saan tayo magkikita mamaya? Paki-send ng location.,0
474,PUKING INA KA AKALA MO NAMAN ANG GWAPO MONG TOMBOY GAGO ANG PANGET AT ASIM MOðŸ‘¹ðŸ‘¹ðŸ‘¹ðŸ‘¹,1
475,"Pwede pa-explain ulit 'tong part na 'to, please?",0
476,Fuck that bitch HAHAHAHAHA gold digger nanga bobo pa ewww yuck panget mo oyy babaero pa fuck off,1
477,ulol taba mo di kana kasya sa icon mo,1
478,"Malapit na ako, bigyan mo lang ako ng five minutes.",0
479,putangina proud kang hindu? e si gandhi nga pedophile so sex offender ka din?,1
480,Sana makauwi na tayo bago pa magdilim ng todo.,0
481,"Ang payapa ng dagat, nakakarelax tignan ang alon.",0
482,Sana maging maayos ang lahat sa 'yo.,0
483,"Mags-seven years ka na sa college, ang taba taba taba mo, ang pangit pangit mo, bobo ka, tamad ka, wala kang kwenta, wala nagkakagusto sayo kasi mukha nakakadiri itsura mo.........",1
484,Kung mgbiro itong si Maye sa mga aeta amoy kabayo at mukhang kabayo naman,1
485,"Nakakatuwa 'yung mga kwento ninyo kagabi, tawa ako.",0
486,Buti na lang nakasabay tayo sa shuttle kanina.,0
487,Yung iba nga mas masahol pa sa amoy ng Bumbay o Iranian,1
488,Kausapin ka at makikinig ka? Pakamatay kana hayuuup ka nognog kadiri pakyu,1
489,"Gets ko na now, thanks for explaining clearly.",0
490,Nakaka-miss 'yung mga kuwentuhan natin noong bata pa.,0
491,"Ganito ang proseso, sundin mo lang para tama.",0
492,"kapag lalake ka at nags-skincare, icoconsider ka na bakla. kingina nyo kaya ang papangit ng ibang boys dito sa pinas mga punyetang walang proper hygiene",1
493,Sabunutan natin ang negrong kalbo! Hahhaha,1
494,Ang ganda ng pagkaka-design ng inyong bahay ngayon.,0
495,ako lang ba nakakapansin na mukang mga autistic yung mga koreano? hahahaha tangina iisa lang mga muka e,1
496,Looking forward to it! Can't wait to see you.,0
497,inamo gago mapanghe kapitalista nyeta ulol pakyu,1
498,tangina talaga ng mga straight guys na may fragile masculinity amputa ampapangit nyo tanga,1
499,ulol pakyu mukang babae ka lang don pangit buhok straight na straight kala mo pinaparebondðŸ‘Ž,1
500,"Ang sarap ng hangin dito sa labas, presko talaga.",0
501,pakyu liam mukha kang paa ng manok,1
502,PUTANGINA TALAGA NG MGA INC SERYOSO LUMAYAS NA KAYO SA KULTO NA YAN MAMAMATAY KAYO DYAN SINASABI KO SA INYO,1
503,Ang dami na nating napagdaanan na pagsubok.,0
504,Putangina Ang baho ng hininga nentong chekwa na toh!,1
505,Kailangan ko ang pirma mo dito sa document na 'to.,0
506,"kapal ng mukha mong sabihin na mas pogi ka pa kay jaemin jhones velarde ,pakyu mukha kang uhog na 'di malabas :/",1
507,Nakakatuwa ang mga nakikita ko sa paligid ngayon.,0
508,"God bless you always, take care of yourself.",0
509,BAKA MAS MALALA PA SA NCOV YANG PAGKA-KITID NG UTAK MO EH JUSKO KUNIN MO NA TONG KAWAWANG BATA NA TO DI LANG BADING NAPAKADUGYOT PA PUTANGINA,1
510,"Kahit patayin mo ko, negneg ka padin! Bahahaha!",1
511,May gusto ka bang panoorin sa sine mamaya?,0
512,"Kanina may nakisuyo sakin na Chekwa magpa picture sa Buddha, siya lang pinicturan ko kasi siya yung mukang buddha hahahha",1
513,Binigyan ako ng nanay ko ng paborito kong pagkain.,0
514,"Good point, friend. Hindi ko 'yan naisip kanina.",0
515,"Sorry for the delay sa reply, busy lang kanina.",0
516,"when will ppl understand that, just increasing the volume doesnt equate to sounding good, fuck man nakakapikon tunog dito sa church ansakit sa tenga amputa",1
517,"Grabe, ako pa aeta? Eh sinong mas mukhang aeta sating dalawa? Ikaw. Gorilla!",1
518,"ISang malaking kulto talaga tong iglesya, el shaddai at mga alagad ni quiboloy. Mga bobong nagsama sama sa iisang relihiyon. ang babaho ninyo pota",1
519,"Makes sense, gets ko na ang buong picture.",0
520,Ang yabang talaga ng Nognog kong Kuya. Kala mo naman may maipagmamalaki. Sarap sapakin e,1
521,anga Tignan mo BACKGROUND mo ang taba mo BOBO ka talaga no!,1
522,"BOBO mo talaga accla.. PANGET na nga, TANGA na, BOBO pa",1
523,"nagaasaran pa kayo kung sino? mga engot. putangina niyo patayin niyo sarili niyo. napakabaho ng ugali, ilang beses ko na kayong pinagsabihan na wag gawin, para kayong mga bingi mga bobo kayo putangina niyo",1
524,Sus ko po!! Dalaga ka na kilabutan ka sana. Mahiya ka naman sa maitim mong singit.,1
525,the fuck? what the fucking fuck is wrong with these fucking catholics? tangina nyo wala akong pake sa mga santo nyo kahit tawagin nyo pa si san pedro,1
526,Sana masaya ka palagi at maging kuntento sa buhay.,0
527,Dami mong alam pareho lang kayo bobo -_- NIGGER kayo pareho hahahahahah!! Mukha pang unggoy=)) mahaba lang baba ni ken,1
528,"tangina ng mga matatandang dds sa tiktok kala mo naman sobrang talino dahil lang matanda na sila. ""kabataan talaga ngayon"" pakyu mukha kang siko ðŸ–•ðŸ»",1
529,"Hustle lang, kaya 'yan, wag kang sumuko.",0
530,Kadiri kayong mga arabo dudugyot niyong mga tao,1
531,May plano ba tayo bukas? Para ready ako.,0
532,Ang sarap ng feeling kapag nakapag-relax ka lang.,0
533,"Magandang umaga, sir/ma'am, kumusta po ang araw ninyo?",0
534,putangina when will these buddhists realize that these animals are not gods? nakakaputangina lang rerespetuhin mo yung religion na matagal ng pioneer ng animal abuse,1
535,Magpakamatay ka na pang bobo ka. Gusto mo yata panot na presidente bobo,1
536,PUTANGINA MO ULY ANG PANGET PANGET MO MAMATAY NA NA GAGO ISAMA MO SI DIANA ABECIA JANA AND FEB BUONG PRETI LINERS MGA ULOL,1
537,Weekend na! Pahinga na tayo at mag-recharge ulit.,0
538,"ngayon naman forda jejemon daw, teh tignan mo nga sarili mo. di ka lang jejemon putangina mo bobo ka na nga, panget ka pa. ayan ang tunay na nakakaiyak",1
539,"di mo ikinaganda yang paglabas mo ng cleavage mo tanga, flat ka pa naman. Mukha kang plywood gago",1
540,"Gago ka, ang bobo-bobo mo at ang pangit mo pa. Dapat mamatay ka na dahil wala kang gamit sa mundong ito. Dapat umalis ka na dito at patayin mo na sarili mo",1
541,Saan mo nakuha 'yang napakagandang ideya na 'yan?,0
542,"Keep safe, always, especially pag gabi na.",0
543,"Nakakamiss ang bahay namin sa probinsya, payapa.",0
544,Ang sarap balikan ng mga masasayang alaala natin.,0
545,Ikaw pa may problema sakin eh ikaw tong nagloko ulol nakakadiri ka tangina mo bobo ka,1
546,"Keep safe and healthy, that's what matters most.",0
547,"Nakakatuwa ang bata, ang dami niyang kuwento.",0
548,HOY!ULOL DI KA MAGANDA MAPUTI KA LANG BRUHA !!!!,1
549,"Ang ganda ng pananaw mo sa buhay, nakaka-inspire.",0
550,"Ang talino ng mga tanong mo, nakaka-challenge.",0
551,Solid 'yan! Congrats sa new achievement mo!,0
552,Sana all fresh! Ang ganda ng umaga mo.,0
553,"Ang ganda ng bagong office setup, ang cozy tingnan.",0
554,"Sana all may ganyan, sobrang goals talaga.",0
555,etong mga madre na mga puta na sumusuporta kay lenitard putangina nyo,1
556,sarap hampasin ng batang to na muka naman douchebag and probably is one,1
557,Nice shot! Ang galing mo talaga sa laro na 'yan.,0
558,"ang panget mo tangina ka dami mong alam, maghahanap ka pa ng excuse para sa bulok mong ""joke"" kuno",1
559,"NEGRO AMPUTA! Hahahaha. Bei wag kasi magpainosente kunwari, magmamadre ka ba?",1
560,"Happy birthday, lods! Hope you have a blast.",0
561,yung isa lard ass fat fuck bungi yung isa weirdo na abangers yung isa cheater tapos pacool yung isa feminist na bobo naman at toxic feminism ang sinusupport yung isa pacool din na pangit naman tapos mga walang boundaries nung kami pa haha mga walang decency sa buhay kadiri,1
562,"Salamat po sa paghatid, nakatulong ka.",0
563,TANGINA NG MGA JOLOGS NA FRATMEN NA LALAKI ANO BANG SILBI NIYO SA WORLD KUNG HINDI MAG-ANGASAN WALA KAMI PAKI SA INYO PLEASE FADE INTO IRRELEVANCE PURO NAMAN KAYO LOVEHANDLES PURO KAYO YABANG MALIIT LANG DIN NAMAN TITE NYO TAS HINGI LANG DIN KAYO PERA SA MAGULANG MGA GAGO. PAHUBAD HUBAD PA KAYO SA OBLETION RUN LIIT NAMAN NG TITE NYO. DI NA AKO NAINSECURE SA TOTOY KO!,1
564,jusko mamatay sana tong si nognog. napakaano ng mga sinasabi.,1
565,"Sana makapunta tayo sa probinsya next time, please.",0
566,HOY NEGRO TAKTE MABUHAY KA NGA SAMPALIN MO NG KATOTOHANAN YANG NANAY MONG NOGNOG,1
567,"Tinawagan ako ng kapatid ko, may balita raw.",0
568,tangina mo lemuel isa kang pakyu mukha kang bayag,1
569,Napapalibutan ako ng mga mababaho. Halong chekwa at mga indiano.:(((( patayin niyo na lang ako.:(,1
570,eto yung sinasabi kong nakakaputangina na mga katoliko e na-drag masyado ung issue ni luka ng pukingina mga ipokrito na sumasamba sa mga kahoy mga putangina nyo,1
571,Excited na ako for our next hang out soon!,0
572,"Ingat sa biyahe, magandang araw sa 'yo at sa pamilya.",0
573,"Paumanhin po ulit sa abala, di ko po sinasadya.",0
574,MAMATAY KA NA AMBAHO MO NAMAN MUKA KANG BADJAO AMOY PUKE,1
575,"Kaya pala ang traffic, may kalsadang inaayos.",0
576,"im so tired of people invalidating my feelings just because nagtatanim ako ng sama ng loob sa family ko. girl, you don't know how much pain and sadness i've gone through sa side nila. shut up na lang please? tangina mga pangit na straight talaga walang magandang dulot sa mundo.",1
577,"Kaya mo 'yan, kapit lang, malalampasan mo rin 'yan.",0
578,"kulot mukhang aeta, mataba na maitim pa",1
